0.020	100002.816	29484.000
-0.020	100002.816	30142.000
0.030	100002.816	29412.000
-0.030	100002.816	30064.000
0.040	100002.816	29543.000
-0.040	100002.816	30218.000
0.050	100002.816	29100.000
-0.050	100002.816	30519.000
0.060	100002.816	29206.000
-0.060	100002.816	30454.000
0.070	100002.816	29044.000
-0.070	100002.816	30876.000
0.080	100002.816	28546.000
-0.080	100001.792	30486.000
0.090	100001.792	28592.000
-0.090	100002.816	30660.000
0.110	100002.816	28414.000
-0.110	100002.816	30857.000
0.120	100001.792	28633.000
-0.120	100002.816	31137.000
0.130	100002.816	28137.000
-0.130	100002.816	30720.000
0.140	100002.816	28048.000
-0.140	100002.816	30866.000
0.160	100001.792	28421.000
-0.160	100002.816	30960.000
0.170	100002.816	28184.000
-0.170	100002.816	31382.000
0.180	100002.816	28237.000
-0.180	100002.816	31144.000
0.190	100002.816	27952.000
-0.190	100002.816	31209.000
0.210	100001.792	27939.000
-0.210	100001.792	31180.000
0.220	100002.816	28152.000
-0.220	100002.816	31355.000
0.230	100002.816	27651.000
-0.230	100002.816	31281.000
0.240	100002.816	27925.000
-0.240	100001.792	31248.000
1.000	100002.816	31530.000
-1.000	100001.792	32117.000
1.100	100002.816	31475.000
-1.100	100001.792	31744.000
1.200	100002.816	31986.000
-1.200	100002.816	31879.000
1.300	100003.840	32023.000
-1.300	100003.840	31844.000
1.400	100001.792	32140.000
-1.400	100003.840	31629.000
1.500	100003.840	32204.000
-1.500	100002.816	31720.000
1.600	100002.816	31924.000
-1.600	100002.816	31813.000
1.700	100003.840	32257.000
-1.700	100001.792	31987.000
1.800	100002.816	32047.000
-1.800	100002.816	31704.000
1.900	100003.840	31958.000
-1.900	100002.816	31603.000
2.000	100003.840	31638.000
-2.000	100002.816	32063.000
2.100	100003.840	31530.000
-2.100	100003.840	31952.000
2.200	100002.816	31835.000
-2.200	100001.792	32053.000
2.300	100003.840	31861.000
-2.300	100003.840	31524.000
2.400	100002.816	31881.000
-2.400	100002.816	32163.000
2.500	100803.584	32371.000
-2.500	100802.560	31824.000
